"timestamp","device_hostname","action","policy_id","rule_name","src_zone","dst_zone","src_interface","dst_interface","src_ip","dst_ip","nat_src_ip","nat_dst_ip","src_port","dst_port","nat_src_port","nat_dst_port","protocol","tcp_flags","bytes","packets","session_status","session_reason"
"2026-08-23 18:17:51.069","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.16","192.168.10.180","-","-","31692","62367","-","-","UDP","-","5976","8","closed","udp-flow-complete"
"2026-08-23 18:17:51.204","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.115","192.168.10.230","-","-","17525","8443","-","-","UDP","-","85800","65","closed","udp-flow-complete"
"2026-08-23 18:17:51.243","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.45","192.168.10.49","-","-","28186","8080","-","-","UDP","-","38024","97","aged-out","udp-timeout"
"2026-08-23 18:17:51.641","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.18","172.217.0.0","203.0.113.22","172.217.0.0","0","0","-","-","ICMP","-","248","1","closed","icmp-complete"
"2026-08-23 18:17:51.710","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.175","192.168.1.249","-","-","0","0","-","-","ICMP","-","1272","8","closed","icmp-complete"
"2026-08-23 18:17:51.744","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.86","192.168.11.230","-","-","56567","80","-","-","UDP","-","143750","115","aged-out","udp-timeout"
"2026-08-23 18:17:51.804","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","SERVER","ether3","ether3","192.168.10.81","192.168.10.131","-","-","0","0","-","-","ICMP","-","162","2","closed","icmp-complete"
"2026-08-23 18:17:52.097","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.174","35.186.0.2","203.0.113.29","35.186.0.2","0","0","-","-","ICMP","-","1164","4","closed","icmp-complete"
"2026-08-23 18:17:52.177","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.38","13.124.0.1","203.0.113.19","13.124.0.1","0","0","-","-","ICMP","-","578","2","closed","icmp-complete"
"2026-08-23 18:17:52.503","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.212","3.94.195.111","203.0.113.18","3.94.195.111","0","0","-","-","ICMP","-","620","5","closed","icmp-complete"
"2026-08-23 18:17:52.589","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.217","66.102.15.255","203.0.113.13","66.102.15.255","0","0","-","-","ICMP","-","1100","4","closed","icmp-complete"
"2026-08-23 18:17:52.595","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","SERVER","ether4","ether3","192.168.11.123","192.168.10.175","-","-","37942","8443","-","-","UDP","-","25604","37","closed","udp-flow-complete"
"2026-08-23 18:17:52.874","fw-edge-01","allow","1020","allow-outbound-temporary","CORP-WIFI","WAN","ether2","ether1","192.168.1.3","3.5.140.10","203.0.113.17","3.5.140.10","60013","50020","42467","50020","TCP","A","24276","28","allowed","policy-allow"
"2026-08-23 18:17:52.907","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.225","192.168.1.5","-","-","53999","80","-","-","UDP","-","7056","9","aged-out","udp-timeout"
"2026-08-23 18:17:52.967","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.8","216.239.35.0","203.0.113.26","216.239.35.0","60154","53","22316","53","UDP","-","532","2","closed","udp-flow-complete"
"2026-08-23 18:17:53.142","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.161","52.222.0.1","203.0.113.29","52.222.0.1","59782","53","59779","53","TCP","A","1345","5","allowed","policy-allow"
"2026-08-23 18:17:53.153","fw-edge-01","allow","1020","allow-outbound-temporary","SERVER","WAN","ether3","ether1","192.168.10.52","13.209.0.2","203.0.113.11","13.209.0.2","3739","36668","45361","36668","UDP","-","1722","2","closed","udp-flow-complete"
"2026-08-23 18:17:53.230","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.85","192.168.11.218","-","-","0","0","-","-","ICMP","-","144","1","closed","icmp-complete"
"2026-08-23 18:17:53.399","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.234","198.132.67.208","203.0.113.15","198.132.67.208","49971","123","41905","123","TCP","FA","375","3","closed","tcp-fin"
"2026-08-23 18:17:53.589","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.84","104.18.0.1","203.0.113.14","104.18.0.1","0","0","-","-","ICMP","-","1420","5","closed","icmp-complete"
"2026-08-23 18:17:53.761","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.210","18.228.0.5","203.0.113.25","18.228.0.5","0","0","-","-","ICMP","-","364","4","closed","icmp-complete"
"2026-08-23 18:17:53.843","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.235","192.168.10.41","-","-","0","0","-","-","ICMP","-","578","2","closed","icmp-complete"
"2026-08-23 18:17:53.883","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","SERVER","ether3","ether3","192.168.10.73","192.168.10.3","-","-","0","0","-","-","ICMP","-","780","5","closed","icmp-complete"
"2026-08-23 18:17:54.092","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.135","252.154.112.44","203.0.113.24","252.154.112.44","0","0","-","-","ICMP","-","1666","7","closed","icmp-complete"
"2026-08-23 18:17:54.338","fw-edge-01","allow","1001","allow-web-browsing","SERVER","SERVER","ether3","ether3","192.168.10.114","192.168.10.148","-","-","62809","443","-","-","TCP","S","60","1","started","tcp-syn"
"2026-08-23 18:17:54.358","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.163","192.168.11.112","-","-","48165","443","-","-","TCP","A","39500","100","allowed","policy-allow"
"2026-08-23 18:17:54.429","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.236","66.102.0.8","203.0.113.19","66.102.0.8","57370","53","51289","53","UDP","-","537","3","closed","udp-flow-complete"
"2026-08-23 18:17:54.587","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.35","64.233.191.254","203.0.113.18","64.233.191.254","62884","80","24828","80","TCP","A","10824","33","allowed","policy-allow"
"2026-08-23 18:17:54.838","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.85","192.168.10.48","-","-","28117","36426","-","-","UDP","-","11396","28","closed","udp-flow-complete"
"2026-08-23 18:17:54.935","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","SERVER","ether3","ether3","192.168.10.140","192.168.10.238","-","-","0","0","-","-","ICMP","-","940","4","closed","icmp-complete"
"2026-08-23 18:17:54.939","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.130","3.34.0.1","203.0.113.20","3.34.0.1","51265","8443","55510","8443","UDP","-","116150","115","closed","udp-flow-complete"
"2026-08-23 18:17:55.137","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.109","192.168.10.44","-","-","0","0","-","-","ICMP","-","318","3","closed","icmp-complete"
"2026-08-23 18:17:55.150","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.129","1.1.1.1","203.0.113.13","1.1.1.1","9720","123","43623","123","TCP","A","283","2","allowed","policy-allow"
"2026-08-23 18:17:55.437","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.148","40.96.0.5","203.0.113.18","40.96.0.5","32706","53","20768","53","UDP","-","396","2","closed","udp-flow-complete"
"2026-08-23 18:17:55.466","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.211","192.168.1.121","-","-","0","0","-","-","ICMP","-","450","2","closed","icmp-complete"
"2026-08-23 18:17:55.595","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.192","192.168.10.193","-","-","0","0","-","-","ICMP","-","588","4","closed","icmp-complete"
"2026-08-23 18:17:55.666","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.39","192.168.11.249","-","-","0","0","-","-","ICMP","-","716","4","closed","icmp-complete"
"2026-08-23 18:17:55.955","fw-edge-01","allow","1020","allow-outbound-temporary","CORP-WIFI","WAN","ether2","ether1","192.168.1.76","18.200.0.11","203.0.113.14","18.200.0.11","3917","60973","27124","60973","TCP","A","2120","5","allowed","policy-allow"
"2026-08-23 18:17:55.994","fw-edge-01","allow","1010","allow-app-proxy","SERVER","WORKSTATION","ether3","ether4","192.168.10.184","192.168.11.180","-","-","44141","8443","-","-","TCP","A","7224","8","allowed","policy-allow"
"2026-08-23 18:17:56.363","fw-edge-01","deny","9001","deny-unknown-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.26","31.13.69.1","-","-","43686","59267","-","-","TCP","A","120","2","denied","policy-deny"
"2026-08-23 18:17:56.466","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","SERVER","ether2","ether3","192.168.1.27","192.168.10.211","-","-","29505","8080","-","-","UDP","-","63896","49","closed","udp-flow-complete"
"2026-08-23 18:17:56.585","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.130","3.10.0.2","203.0.113.11","3.10.0.2","0","0","-","-","ICMP","-","1902","6","closed","icmp-complete"
"2026-08-23 18:17:56.620","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.4","35.176.0.81","203.0.113.20","35.176.0.81","0","0","-","-","ICMP","-","546","7","closed","icmp-complete"
"2026-08-23 18:17:56.825","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.230","192.168.11.141","-","-","61422","8080","-","-","TCP","A","24254","67","allowed","policy-allow"
"2026-08-23 18:17:56.947","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.85","45.57.0.1","203.0.113.22","45.57.0.1","40191","8080","35312","8080","UDP","-","93324","77","closed","udp-flow-complete"
"2026-08-23 18:17:57.069","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.84","132.245.1.1","203.0.113.18","132.245.1.1","44421","123","39828","123","UDP","-","248","2","closed","udp-flow-complete"
"2026-08-23 18:17:57.210","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.168","99.79.0.2","203.0.113.13","99.79.0.2","58537","80","25803","80","UDP","-","62544","48","closed","udp-flow-complete"
"2026-08-23 18:17:57.395","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.147","192.168.10.86","-","-","9220","8443","-","-","UDP","-","22704","33","closed","udp-flow-complete"
"2026-08-23 18:17:57.480","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.251","192.168.10.4","-","-","54034","15156","-","-","UDP","-","23496","33","closed","udp-flow-complete"
"2026-08-23 18:17:57.623","fw-edge-01","allow","1003","allow-ntp","SERVER","WORKSTATION","ether3","ether4","192.168.10.154","192.168.11.190","-","-","43816","123","-","-","UDP","-","277","2","closed","udp-flow-complete"
"2026-08-23 18:17:57.782","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","WORKSTATION","ether3","ether4","192.168.10.111","192.168.11.201","-","-","0","0","-","-","ICMP","-","168","1","closed","icmp-complete"
"2026-08-23 18:17:57.873","fw-edge-01","deny","9001","deny-unknown-outbound","SERVER","WAN","ether3","ether1","192.168.10.21","13.48.0.2","-","-","60070","53655","-","-","TCP","A","120","2","denied","policy-deny"
"2026-08-23 18:17:58.142","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.128","192.168.10.252","-","-","52171","8443","-","-","TCP","A","49914","47","allowed","policy-allow"
"2026-08-23 18:17:58.157","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.94","192.168.1.54","-","-","21657","80","-","-","UDP","-","119474","82","closed","udp-flow-complete"
"2026-08-23 18:17:58.308","fw-edge-01","deny","9001","deny-unknown-outbound","SERVER","WAN","ether3","ether1","192.168.10.102","18.200.0.11","-","-","23599","37248","-","-","TCP","FA","120","2","denied","policy-deny"
"2026-08-23 18:17:58.671","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.203","142.250.179.78","203.0.113.11","142.250.179.78","0","0","-","-","ICMP","-","894","6","closed","icmp-complete"
"2026-08-23 18:17:58.677","fw-edge-01","allow","1002","allow-dns","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.211","192.168.1.206","-","-","10103","53","-","-","TCP","A","292","2","aged-out","session-timeout"
"2026-08-23 18:17:58.946","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","WAN","ether2","ether1","192.168.1.179","88.182.47.50","203.0.113.22","88.182.47.50","50781","443","35472","443","TCP","A","74844","77","aged-out","session-timeout"
"2026-08-23 18:17:59.102","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.178","192.168.11.211","-","-","0","0","-","-","ICMP","-","438","3","closed","icmp-complete"
"2026-08-23 18:17:59.152","fw-edge-01","allow","1010","allow-app-proxy","SERVER","CORP-WIFI","ether3","ether2","192.168.10.9","192.168.1.242","-","-","7172","8443","-","-","TCP","A","134244","108","allowed","policy-allow"
"2026-08-23 18:17:59.278","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","SERVER","ether3","ether3","192.168.10.111","192.168.10.52","-","-","0","0","-","-","ICMP","-","1422","6","closed","icmp-complete"
"2026-08-23 18:17:59.384","fw-edge-01","deny","9001","deny-unknown-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.189","18.228.0.5","-","-","12932","44899","-","-","UDP","-","72","1","denied","policy-deny"
"2026-08-23 18:17:59.489","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","SERVER","ether3","ether3","192.168.10.4","192.168.10.56","-","-","0","0","-","-","ICMP","-","1004","4","closed","icmp-complete"
"2026-08-23 18:17:59.633","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.72","192.168.10.131","-","-","0","0","-","-","ICMP","-","1340","5","closed","icmp-complete"
"2026-08-23 18:17:59.669","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","SERVER","ether2","ether3","192.168.1.186","192.168.10.170","-","-","61321","443","-","-","TCP","S","60","1","started","tcp-syn"
"2026-08-23 18:17:59.887","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.109","192.168.1.77","-","-","0","0","-","-","ICMP","-","136","1","closed","icmp-complete"
"2026-08-23 18:18:00.055","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.119","185.60.112.2","203.0.113.10","185.60.112.2","0","0","-","-","ICMP","-","192","1","closed","icmp-complete"
"2026-08-23 18:18:00.108","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.21","192.168.11.191","-","-","36637","40632","-","-","TCP","A","24102","39","allowed","policy-allow"
"2026-08-23 18:18:00.458","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.57","40.96.0.5","203.0.113.29","40.96.0.5","7768","8080","31719","8080","UDP","-","102396","84","closed","udp-flow-complete"
"2026-08-23 18:18:00.588","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","CORP-WIFI","ether3","ether2","192.168.10.33","192.168.1.121","-","-","0","0","-","-","ICMP","-","1228","4","closed","icmp-complete"
"2026-08-23 18:18:00.605","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.54","32.218.220.17","203.0.113.27","32.218.220.17","0","0","-","-","ICMP","-","1038","6","closed","icmp-complete"
"2026-08-23 18:18:00.694","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.219","233.244.59.42","203.0.113.10","233.244.59.42","10481","443","48480","443","TCP","A","3900","5","aged-out","session-timeout"
"2026-08-23 18:18:00.725","fw-edge-01","allow","1001","allow-web-browsing","SERVER","CORP-WIFI","ether3","ether2","192.168.10.245","192.168.1.15","-","-","17433","443","-","-","UDP","-","95544","72","closed","udp-flow-complete"
"2026-08-23 18:18:00.799","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WAN","ether2","ether1","192.168.1.61","52.96.0.15","203.0.113.29","52.96.0.15","10591","123","38439","123","TCP","A","299","2","allowed","policy-allow"
"2026-08-23 18:18:00.945","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.230","91.198.174.193","203.0.113.24","91.198.174.193","23732","8080","23274","8080","UDP","-","92106","119","closed","udp-flow-complete"
"2026-08-23 18:18:01.029","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.199","192.168.1.107","-","-","0","0","-","-","ICMP","-","602","7","closed","icmp-complete"
"2026-08-23 18:18:01.127","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.40","192.168.11.133","-","-","26007","123","-","-","UDP","-","296","2","aged-out","udp-timeout"
"2026-08-23 18:18:01.185","fw-edge-01","allow","1001","allow-web-browsing","SERVER","SERVER","ether3","ether3","192.168.10.29","192.168.10.185","-","-","56258","443","-","-","UDP","-","164946","111","closed","udp-flow-complete"
"2026-08-23 18:18:01.472","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.106","192.168.11.201","-","-","0","0","-","-","ICMP","-","524","4","closed","icmp-complete"
"2026-08-23 18:18:01.682","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","WAN","ether2","ether1","192.168.1.134","3.10.0.2","203.0.113.11","3.10.0.2","34204","80","26301","80","UDP","-","39666","66","closed","udp-flow-complete"
"2026-08-23 18:18:01.749","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.91","91.198.174.192","203.0.113.23","91.198.174.192","25147","123","32693","123","TCP","A","193","2","allowed","policy-allow"
"2026-08-23 18:18:01.897","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.163","3.5.140.20","203.0.113.18","3.5.140.20","0","0","-","-","ICMP","-","144","1","closed","icmp-complete"
"2026-08-23 18:18:02.043","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WAN","ether4","ether1","192.168.11.235","138.156.6.40","203.0.113.22","138.156.6.40","11973","53","42452","53","TCP","A","364","2","allowed","policy-allow"
"2026-08-23 18:18:02.386","fw-edge-01","allow","1003","allow-ntp","SERVER","SERVER","ether3","ether3","192.168.10.196","192.168.10.18","-","-","56804","123","-","-","UDP","-","221","2","closed","udp-flow-complete"
"2026-08-23 18:18:02.421","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WAN","ether2","ether1","192.168.1.117","99.79.0.1","203.0.113.15","99.79.0.1","42035","123","36825","123","UDP","-","285","2","closed","udp-flow-complete"
"2026-08-23 18:18:02.509","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.14","13.107.128.1","203.0.113.26","13.107.128.1","0","0","-","-","ICMP","-","820","5","closed","icmp-complete"
"2026-08-23 18:18:02.521","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.22","192.168.10.61","-","-","0","0","-","-","ICMP","-","1498","7","closed","icmp-complete"
"2026-08-23 18:18:02.640","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.161","198.18.0.25","203.0.113.23","198.18.0.25","0","0","-","-","ICMP","-","434","2","closed","icmp-complete"
"2026-08-23 18:18:02.697","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.229","192.168.11.166","-","-","12539","8080","-","-","UDP","-","97314","98","closed","udp-flow-complete"
"2026-08-23 18:18:02.737","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","CORP-WIFI","ether3","ether2","192.168.10.138","192.168.1.175","-","-","0","0","-","-","ICMP","-","1080","8","closed","icmp-complete"
"2026-08-23 18:18:02.929","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.6","192.168.10.117","-","-","0","0","-","-","ICMP","-","1848","8","closed","icmp-complete"
"2026-08-23 18:18:03.046","fw-edge-01","allow","1010","allow-app-proxy","SERVER","CORP-WIFI","ether3","ether2","192.168.10.116","192.168.1.106","-","-","31273","8080","-","-","UDP","-","69056","64","closed","udp-flow-complete"
"2026-08-23 18:18:03.122","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.239","30.61.161.14","203.0.113.13","30.61.161.14","0","0","-","-","ICMP","-","396","4","closed","icmp-complete"
"2026-08-23 18:18:03.471","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.10","35.186.0.1","203.0.113.19","35.186.0.1","0","0","-","-","ICMP","-","210","2","closed","icmp-complete"
"2026-08-23 18:18:03.690","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.214","192.168.11.204","-","-","50428","123","-","-","UDP","-","254","2","aged-out","udp-timeout"
"2026-08-23 18:18:03.788","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.165","192.168.10.239","-","-","0","0","-","-","ICMP","-","402","2","closed","icmp-complete"
"2026-08-23 18:18:03.830","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.151","192.168.11.173","-","-","31814","443","-","-","UDP","-","39500","100","closed","udp-flow-complete"
"2026-08-23 18:18:03.990","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.144","72.14.255.255","203.0.113.13","72.14.255.255","0","0","-","-","ICMP","-","2488","8","closed","icmp-complete"
"2026-08-23 18:18:04.061","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.251","212.82.100.150","203.0.113.22","212.82.100.150","49913","80","32212","80","UDP","-","49664","97","closed","udp-flow-complete"
"2026-08-23 18:18:04.088","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.149","192.168.10.113","-","-","0","0","-","-","ICMP","-","1610","7","closed","icmp-complete"
"2026-08-23 18:18:04.359","fw-edge-01","allow","1003","allow-ntp","SERVER","WORKSTATION","ether3","ether4","192.168.10.103","192.168.11.30","-","-","43906","123","-","-","TCP","A","222","2","allowed","policy-allow"
"2026-08-23 18:18:04.364","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.247","13.112.0.14","203.0.113.16","13.112.0.14","14752","443","44146","443","TCP","PA","138306","111","allowed","policy-allow"
"2026-08-23 18:18:04.575","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.74","13.107.128.1","203.0.113.20","13.107.128.1","61780","8443","37230","8443","TCP","A","54750","75","allowed","policy-allow"
"2026-08-23 18:18:04.801","fw-edge-01","allow","1003","allow-ntp","SERVER","SERVER","ether3","ether3","192.168.10.37","192.168.10.12","-","-","32308","123","-","-","UDP","-","227","2","closed","udp-flow-complete"
"2026-08-23 18:18:04.805","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.251","90.130.241.44","203.0.113.21","90.130.241.44","2729","8080","55451","8080","UDP","-","129696","96","closed","udp-flow-complete"
"2026-08-23 18:18:04.947","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.184","13.107.131.12","203.0.113.23","13.107.131.12","20984","8443","50673","8443","TCP","PA","75894","78","allowed","policy-allow"
"2026-08-23 18:18:05.028","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.55","84.224.16.255","203.0.113.14","84.224.16.255","37920","53","31264","53","TCP","A","348","2","aged-out","session-timeout"
"2026-08-23 18:18:05.348","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WAN","ether2","ether1","192.168.1.230","142.250.179.78","203.0.113.12","142.250.179.78","19981","123","36102","123","TCP","FA","492","6","closed","tcp-fin"
"2026-08-23 18:18:05.372","fw-edge-01","allow","1020","allow-outbound-temporary","WORKSTATION","WAN","ether4","ether1","192.168.11.61","40.82.0.2","203.0.113.13","40.82.0.2","6120","14253","44963","14253","UDP","-","652","4","closed","udp-flow-complete"
"2026-08-23 18:18:05.377","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","WORKSTATION","ether3","ether4","192.168.10.238","192.168.11.73","-","-","0","0","-","-","ICMP","-","562","2","closed","icmp-complete"
"2026-08-23 18:18:05.409","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","SERVER","ether4","ether3","192.168.11.84","192.168.10.113","-","-","31584","443","-","-","TCP","A","4500","5","aged-out","session-timeout"
"2026-08-23 18:18:05.484","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.41","23.103.191.255","203.0.113.29","23.103.191.255","0","0","-","-","ICMP","-","760","8","closed","icmp-complete"
"2026-08-23 18:18:05.750","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.89","40.92.15.255","203.0.113.20","40.92.15.255","63818","443","25190","443","UDP","-","171350","115","closed","udp-flow-complete"
"2026-08-23 18:18:05.907","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.148","192.168.1.51","-","-","0","0","-","-","ICMP","-","620","5","closed","icmp-complete"
"2026-08-23 18:18:05.961","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.156","95.187.204.111","203.0.113.17","95.187.204.111","0","0","-","-","ICMP","-","684","4","closed","icmp-complete"
"2026-08-23 18:18:06.036","fw-edge-01","allow","1010","allow-app-proxy","SERVER","WAN","ether3","ether1","192.168.10.168","66.102.15.255","203.0.113.21","66.102.15.255","42173","8080","50131","8080","UDP","-","46536","56","aged-out","udp-timeout"
"2026-08-23 18:18:06.066","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.52","192.168.11.76","-","-","0","0","-","-","ICMP","-","1100","5","closed","icmp-complete"
"2026-08-23 18:18:06.140","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.74","40.92.15.255","203.0.113.25","40.92.15.255","0","0","-","-","ICMP","-","524","4","closed","icmp-complete"
